GameId,HomeTeam,AwayTeam,HomeOrAway,All Attempts,Goals,On Target,Off Target,Blocked,Inside Penalty Area,Outside Penalty Area,Woodwork,Free Kick 1,From Set Play,Penalty,Own Goals,Headed,Right Footed,Left Footed,Other Body Parts,Big Chance,Completed % 1,Possession 1,Territory 1,Assist 1,Assist (Open Play) 1,Assist (Set Play) 1,Chances Created 1,Chances Created (Open Play) 1,Chances Created (Set Play) 1,Backpasses 1,Offside Passes,Ball Recoveries,Interceptions,Blocks,Blocked Crosses,Errors leading to shot,Errors leading to goal,Committed,Suffered,Yellow Cards,Second Yellow Cards,Red Cards,All 1 Num,All 1 Den,Attacking Third 1 Num,Attacking Third 1 Den,Defensive Third 1 Num,Defensive Third 1 Den,Middle Third 1 Num,Middle Third 1 Den,Free Kick 2 Num,Free Kick 2 Den,Long 1 Num,Long 1 Den,Short 1 Num,Short 1 Den,Forward 1 Num,Forward 1 Den,Backward 1 Num,Backward 1 Den,Square Num,Square Den,Goalkeeper Distribution Num,Goalkeeper Distribution Den,Throw-ins Num,Throw-ins Den,All (Dashboard) Num,All (Dashboard) Den,Crosses Num,Crosses Den,Take-ons Num,Take-ons Den,Corners Num,Corners Den,Tackles Num,Tackles Den,Clearances Num,Clearances Den,Headed Clearances Num,Headed Clearances Den,Aerial Duels Num,Aerial Duels Den,Season,Result,B365H,B365D,B365A
10,122,103,0,9,1,2,6,1,5,4,0,0,0,0,0,1,4,4,0,0,74,38,53,1,1,0,6,6,0,19,3,57,11,4,3,0,0,6,7,1,0,0,288,413,70,127,53,60,165,226,3,8,32,68,256,345,142,240,111,118,35,55,4,8,27,35,322,470,3,15,3,14,0,4,12,24,21,21,12,12,14,19,1014,-1,9.0,5.0,1.4
10,122,103,1,11,3,3,4,4,7,4,0,1,2,0,0,1,7,3,0,3,82,61,46,2,1,1,9,8,1,24,1,47,17,1,4,1,0,7,6,1,0,0,551,668,134,166,157,162,260,340,5,8,28,74,523,594,216,313,205,211,130,144,5,9,23,29,578,714,3,15,12,22,1,3,19,22,29,29,18,18,15,26,1014,1,9.0,5.0,1.4
11,115,116,0,10,0,0,6,4,4,6,0,1,1,0,0,3,3,4,0,0,78,39,51,0,0,0,6,5,1,9,4,39,11,2,3,0,0,11,8,4,0,0,270,348,76,108,51,51,143,189,4,7,15,43,255,305,145,214,81,82,44,52,5,7,14,16,290,394,4,25,8,16,3,7,17,23,29,29,16,16,8,12,1014,0,2.5,3.4,3.0
11,115,116,1,11,0,4,5,2,7,4,0,1,2,0,0,1,6,4,0,0,83,60,49,0,0,0,11,11,0,15,0,39,10,4,5,1,0,8,10,1,1,0,445,535,77,129,116,116,252,290,8,14,19,51,426,484,192,272,129,131,124,132,3,4,24,24,476,583,4,21,6,18,2,7,12,20,23,23,13,13,13,21,1014,0,2.5,3.4,3.0
12,103,123,0,27,2,10,9,8,12,15,1,0,6,0,0,4,19,4,0,2,88,64,49,1,1,0,21,20,1,8,2,52,5,2,5,1,0,11,10,0,0,0,464,530,146,182,93,95,225,253,11,13,14,33,450,497,227,278,132,137,105,115,6,6,19,23,496,583,7,22,22,40,3,8,23,29,42,42,29,29,20,29,1014,1,1.2,7.5,17.0
12,103,123,1,6,0,4,0,2,0,6,0,0,0,0,0,0,3,3,0,1,71,35,50,0,0,0,5,5,0,13,2,45,15,8,3,0,0,11,11,1,0,0,210,295,68,123,38,40,104,132,6,13,19,61,191,234,101,180,73,75,36,40,5,10,13,21,228,347,1,23,6,23,1,7,28,50,26,26,18,18,6,13,1014,-1,1.2,7.5,17.0
13,121,110,0,9,1,4,3,2,5,4,0,0,3,0,0,1,5,3,0,1,73,45,57,1,1,0,8,8,0,8,1,59,13,5,3,1,1,14,11,1,0,0,275,378,73,120,47,48,155,210,8,14,15,53,260,325,141,229,87,92,47,57,5,11,20,23,302,426,5,22,7,22,1,6,29,35,23,23,16,16,20,26,1014,-1,2.5,3.3,3.1
13,121,110,1,17,3,8,4,5,10,7,1,0,6,0,0,4,8,5,0,2,78,54,42,1,1,0,14,11,3,11,3,69,15,2,5,0,0,11,14,3,0,0,355,454,77,127,105,115,173,212,6,15,22,61,333,393,166,241,125,128,64,85,4,7,20,24,383,502,7,20,6,16,4,9,23,30,36,36,25,25,19,25,1014,1,2.5,3.3,3.1
14,114,108,0,9,0,2,5,2,6,3,1,1,1,0,0,3,2,4,0,0,81,57,50,0,0,0,8,7,1,15,1,39,14,2,2,0,0,14,15,1,0,0,412,507,107,152,81,86,224,269,12,15,32,52,380,455,208,285,146,154,58,68,7,9,27,32,452,569,6,22,3,10,1,1,22,27,13,13,8,8,7,8,1014,0,1.85,3.7,4.75
14,114,108,1,8,0,2,4,2,4,4,0,1,2,0,0,1,6,1,0,1,75,42,49,0,0,0,5,5,0,8,1,53,17,2,2,1,0,15,14,2,0,0,276,368,59,101,52,58,165,209,6,14,22,57,254,311,132,217,94,96,50,55,3,7,15,20,300,413,8,23,5,8,2,5,19,22,17,17,9,9,6,13,1014,0,1.85,3.7,4.75
15,109,122,0,10,1,5,3,3,6,4,0,0,3,0,0,1,7,2,0,1,86,54,38,1,1,0,6,5,1,19,3,47,11,5,2,2,0,14,12,2,0,0,479,558,55,85,160,166,264,307,11,14,29,55,450,503,207,270,180,184,91,103,8,11,13,15,499,598,2,17,6,21,0,2,16,19,39,39,23,23,11,24,1014,1,1.65,4.0,6.0
15,109,122,1,12,0,1,6,5,7,5,0,1,2,0,0,1,3,8,0,1,79,45,61,0,0,0,7,7,0,20,1,54,13,3,4,1,1,13,13,1,0,0,353,445,86,141,67,71,200,233,11,16,39,69,314,376,176,247,119,125,58,73,5,8,24,27,382,500,3,25,3,7,1,3,19,25,23,23,15,15,7,14,1014,-1,1.65,4.0,6.0
16,106,104,0,8,2,2,4,2,6,2,0,1,1,0,0,1,5,2,0,3,80,44,44,2,2,0,6,6,0,18,2,44,13,1,3,1,0,10,17,1,0,0,356,445,75,120,103,113,178,212,12,17,20,57,336,388,158,233,144,150,54,62,4,5,17,24,379,484,2,9,7,16,1,3,19,26,33,33,10,10,3,6,1014,0,2.8,3.4,2.7
16,106,104,1,13,2,3,9,1,6,7,0,0,2,0,0,2,7,4,0,2,85,55,55,2,2,0,10,9,1,15,0,47,19,2,2,1,0,18,10,4,0,0,448,527,157,204,100,101,191,222,10,12,10,23,438,504,240,306,114,117,92,102,8,8,21,21,480,577,5,23,7,23,1,3,15,22,28,28,16,16,7,13,1014,0,2.8,3.4,2.7
17,124,113,0,9,1,2,3,4,3,6,0,0,1,0,0,0,5,4,0,1,74,42,45,0,0,0,4,4,0,8,0,55,11,5,4,0,0,10,10,1,0,1,279,378,56,105,50,55,173,218,9,12,20,71,259,307,122,210,91,96,66,70,3,13,21,24,301,421,0,18,7,16,2,4,19,26,39,39,27,27,11,21,1014,0,2.5,3.25,3.2
17,124,113,1,19,1,3,11,5,12,7,1,1,5,0,0,4,10,5,0,2,84,57,54,0,0,0,9,7,2,4,2,52,13,4,6,0,0,10,9,3,0,0,420,501,127,173,54,60,239,268,7,9,23,47,397,454,207,273,103,106,110,122,6,6,18,20,448,555,4,26,7,17,2,5,16,23,47,47,28,28,17,28,1014,0,2.5,3.25,3.2
18,105,120,0,18,4,5,6,7,11,7,1,1,3,0,0,3,6,9,0,3,90,66,47,4,3,1,14,13,1,18,1,52,17,1,6,1,0,12,6,0,0,0,619,686,106,136,149,150,364,400,8,9,29,47,590,639,271,323,205,210,143,153,4,4,13,15,639,727,3,21,15,31,5,7,24,27,15,15,12,12,3,6,1014,1,1.45,4.75,8.0
18,105,120,1,9,0,1,7,1,7,2,0,0,3,0,0,3,5,1,0,2,80,33,52,0,0,0,6,3,3,9,4,44,18,7,3,3,0,6,11,1,0,0,279,347,48,73,57,63,174,211,11,13,21,39,258,308,126,175,84,87,69,85,10,10,20,23,311,402,3,19,3,19,3,6,24,39,22,22,7,7,5,9,1014,-1,1.45,4.75,8.0
19,117,101,0,11,1,3,6,2,6,5,0,1,3,0,0,1,7,3,0,0,84,44,38,1,0,1,10,6,4,21,1,50,9,3,1,1,0,10,15,0,0,0,363,431,57,84,109,113,197,234,12,15,19,41,344,390,183,244,120,121,60,66,11,12,15,18,393,475,4,14,12,20,2,4,17,30,22,22,16,16,5,9,1014,0,5.0,4.0,1.75
19,117,101,1,10,1,3,4,3,3,7,0,1,1,0,0,1,6,3,0,1,88,55,62,0,0,0,6,5,1,14,1,54,18,2,2,2,0,15,10,2,0,0,480,544,142,173,72,74,266,297,6,10,32,54,448,490,209,255,164,169,107,120,3,3,7,8,491,574,2,19,13,25,2,4,23,35,24,24,12,12,8,13,1014,0,5.0,4.0,1.75
20,102,107,0,9,3,4,4,1,6,3,0,0,2,0,1,1,6,2,0,3,86,52,52,2,2,0,7,6,1,9,1,49,10,4,2,1,0,13,7,1,0,0,506,586,130,172,81,92,295,322,7,8,16,32,490,554,224,285,130,131,152,170,5,5,11,12,524,616,2,12,4,9,3,6,16,25,25,25,9,9,6,10,1014,1,1.85,4.0,4.33
20,102,107,1,11,0,3,4,4,7,4,0,0,1,0,0,3,5,3,0,1,87,47,47,0,0,0,9,8,1,11,1,45,13,1,1,0,1,7,13,1,0,0,441,508,121,167,73,75,247,266,11,14,15,25,426,483,223,274,116,118,102,116,5,5,13,16,464,555,5,26,9,20,2,7,17,21,20,20,10,10,3,4,1014,-1,1.85,4.0,4.33
21,122,101,0,9,0,3,4,2,4,5,1,2,2,0,0,1,0,8,0,0,68,35,51,0,0,0,5,5,0,15,2,56,12,3,9,0,0,10,14,2,0,0,213,313,54,118,46,50,113,145,12,13,25,60,188,253,105,189,82,86,26,38,7,9,21,30,245,362,4,10,4,16,3,3,19,31,35,35,23,23,10,16,1014,0,6.0,4.2,1.62
21,122,101,1,7,0,2,3,3,6,1,0,0,2,0,0,2,1,4,0,0,82,64,44,0,0,0,6,5,1,21,1,57,22,2,0,1,0,14,9,2,0,0,451,553,107,145,127,137,217,271,9,12,44,79,407,474,204,288,163,166,84,99,7,7,20,21,482,613,4,31,12,22,4,6,21,25,30,30,17,17,7,18,1014,0,6.0,4.2,1.62
22,102,113,0,16,0,2,5,9,12,4,1,1,2,0,0,2,8,6,0,0,88,73,63,0,0,0,13,13,0,8,1,46,15,1,5,0,1,14,4,2,0,0,587,668,208,263,58,63,321,342,4,6,8,24,579,644,288,353,139,140,160,175,7,8,18,18,618,723,6,29,11,19,5,11,14,27,14,14,8,8,10,19,1014,-1,1.18,8.0,18.0
22,102,113,1,7,1,2,4,1,2,5,0,0,0,0,0,1,6,0,0,0,70,26,37,1,1,0,6,6,0,5,2,40,28,9,2,0,0,5,14,1,0,0,169,240,49,81,24,32,96,127,5,15,22,49,147,191,89,148,48,49,32,43,7,8,13,17,189,281,3,19,13,24,2,4,24,35,36,36,20,20,8,11,1014,1,1.18,8.0,18.0
23,116,121,0,18,3,4,10,4,11,7,1,0,4,0,0,3,10,5,0,1,84,65,54,1,1,0,11,10,1,10,0,57,11,1,2,0,0,12,19,1,0,0,401,477,123,161,59,61,219,255,15,21,19,34,382,443,215,269,108,117,78,91,5,5,21,21,432,542,6,40,11,22,2,11,18,30,15,15,11,11,13,24,1014,0,1.75,3.75,5.25
23,116,121,1,12,3,7,4,1,8,4,1,0,1,0,0,0,9,3,0,3,67,34,45,2,2,0,9,9,0,2,2,53,12,4,3,0,0,19,10,3,0,0,179,268,40,75,25,31,114,162,5,12,17,56,162,212,93,162,50,55,36,51,2,10,11,15,191,299,1,14,12,23,0,4,20,31,48,48,29,29,17,28,1014,0,1.75,3.75,5.25
24,120,117,0,18,1,5,7,7,7,11,1,0,3,0,0,2,13,3,0,1,77,39,54,1,1,0,16,15,1,7,0,48,11,5,2,0,0,8,9,1,0,0,253,328,76,118,52,62,125,148,4,9,22,49,231,279,137,196,69,72,47,60,4,6,17,19,276,370,4,21,10,23,3,4,23,32,32,32,23,23,10,18,1014,1,2.4,3.25,3.3
24,120,117,1,16,0,6,5,5,7,9,0,0,3,0,0,2,9,5,0,1,87,60,45,0,0,0,11,10,1,17,0,45,9,7,5,1,0,9,8,2,0,0,442,510,96,136,126,131,218,243,6,8,19,45,423,465,235,292,137,140,70,78,9,11,19,23,471,560,3,20,9,26,1,6,21,31,25,25,14,14,9,12,1014,-1,2.4,3.25,3.3
25,109,108,0,15,3,8,7,1,8,7,0,0,3,0,0,1,13,1,0,3,89,56,45,2,2,0,10,9,1,13,2,49,19,7,6,1,0,10,7,1,0,0,510,573,49,71,138,142,323,360,7,9,24,41,406,532,225,276,181,185,104,112,10,13,15,15,537,614,2,13,8,17,0,0,16,19,29,29,15,15,8,14,1014,1,1.85,3.6,4.75
25,109,108,1,16,0,2,7,7,6,10,1,1,6,0,0,2,13,1,0,1,83,44,59,0,0,0,10,8,2,11,1,54,15,1,3,0,2,8,9,2,0,0,366,441,86,128,73,76,207,237,7,11,19,39,347,402,176,236,110,113,80,92,6,7,9,15,385,485,5,22,3,9,4,7,21,29,8,8,4,4,4,8,1014,-1,1.85,3.6,4.75
26,110,114,0,4,1,2,1,1,2,2,0,1,2,0,0,0,3,1,0,1,75,36,44,0,0,0,1,0,1,12,2,46,11,7,6,0,0,11,12,2,0,0,252,337,52,103,66,71,134,163,6,14,22,52,230,285,121,191,93,96,38,50,3,4,16,21,270,373,0,11,2,13,0,2,24,25,37,37,19,19,5,10,1014,-1,2.8,3.4,2.7
26,110,114,1,18,3,8,4,7,11,7,0,1,5,0,0,2,9,7,0,1,86,63,55,1,1,0,14,12,2,14,2,50,9,1,3,0,0,13,11,1,0,0,496,576,123,159,72,75,301,342,10,12,23,48,473,528,248,317,191,194,57,65,5,5,18,20,524,634,6,33,1,14,3,9,24,26,25,25,13,13,9,17,1014,1,2.8,3.4,2.7
27,106,103,0,16,3,6,4,6,8,8,2,1,2,0,1,4,9,3,0,3,86,61,56,3,2,1,14,12,2,15,8,48,10,3,1,1,2,7,16,1,0,0,474,551,147,198,95,96,232,255,10,16,12,34,462,517,227,285,162,166,85,100,6,6,29,31,514,628,5,32,13,27,3,8,16,25,22,22,17,17,9,13,1014,-1,3.75,3.3,2.2
27,106,103,1,12,5,8,1,3,9,3,0,0,2,0,0,1,7,4,0,4,73,32,43,5,5,0,11,10,1,6,1,49,15,6,7,1,0,16,7,3,0,0,258,355,72,111,65,75,121,169,11,15,13,39,245,316,127,204,68,77,63,74,3,10,9,13,270,382,1,9,9,20,1,2,30,43,31,31,14,14,6,12,1014,1,3.75,3.3,2.2
29,105,107,0,7,0,1,4,2,5,2,0,0,1,0,0,2,5,0,0,1,86,60,59,0,0,0,6,5,1,16,3,46,16,1,0,1,1,14,11,0,0,0,478,559,121,160,59,64,298,335,12,12,32,50,446,509,212,276,156,158,110,125,5,6,28,34,515,622,6,23,10,29,2,7,17,25,16,16,12,12,6,9,1014,-1,2.7,3.5,2.7
29,105,107,1,17,3,8,8,1,11,6,0,0,4,1,0,3,8,6,0,3,76,39,49,1,1,0,11,8,3,14,1,60,14,2,2,0,0,11,12,4,0,0,283,370,67,107,68,75,148,188,7,16,16,52,267,318,130,208,104,108,49,54,1,4,13,17,303,398,7,10,8,16,3,3,28,38,45,45,22,22,1,8,1014,1,2.7,3.5,2.7
30,123,104,0,9,1,3,4,2,7,2,0,0,0,0,0,2,5,2,0,1,75,31,42,1,1,0,9,9,0,11,3,59,14,13,8,1,0,14,4,3,0,0,230,307,67,100,43,49,120,158,4,8,21,57,209,250,112,174,78,85,40,48,3,11,9,15,246,346,6,20,13,20,1,5,27,39,32,32,14,14,3,12,1014,0,4.75,3.75,1.83
30,123,104,1,24,1,6,5,13,13,11,0,1,4,0,0,3,12,9,0,4,89,68,57,0,0,0,19,17,2,18,3,58,9,2,2,0,0,5,14,1,0,0,613,690,203,255,109,112,301,323,14,16,29,43,584,647,315,375,177,180,121,135,6,7,16,16,637,736,4,23,12,28,4,10,18,31,31,31,22,22,15,22,1014,0,4.75,3.75,1.83
31,104,102,0,15,2,6,9,0,8,7,1,1,1,0,0,0,11,4,0,5,79,45,47,2,2,0,10,10,0,12,2,68,26,2,2,0,0,11,15,3,0,0,367,462,127,178,75,80,165,204,7,16,14,35,353,427,206,279,91,95,70,88,7,12,11,15,385,501,0,16,23,47,0,0,31,44,26,26,15,15,5,7,1014,0,3.0,3.4,2.5
31,104,102,1,15,2,8,5,2,10,5,1,0,2,0,0,2,7,6,0,4,80,54,52,2,1,1,13,11,2,7,2,67,16,0,0,1,0,15,9,4,0,0,448,560,158,200,49,59,241,301,11,13,9,36,439,524,209,291,121,128,118,141,7,9,21,26,478,611,3,16,13,21,2,3,37,60,29,29,17,17,12,21,1014,0,3.0,3.4,2.5
32,103,109,0,30,4,9,12,9,17,13,0,2,4,0,1,3,17,10,0,3,89,56,66,3,2,1,24,22,2,11,0,55,11,1,3,0,0,12,11,0,0,0,508,573,216,252,47,69,245,272,7,9,19,33,489,540,236,284,148,150,124,139,3,4,16,22,529,617,4,21,20,30,4,7,17,29,11,11,7,7,5,7,1014,1,1.3,5.75,12.0
32,103,109,1,12,1,2,8,2,6,6,0,0,0,0,0,0,9,3,0,2,87,44,33,1,1,0,10,9,1,17,0,51,13,7,7,0,0,11,12,3,0,0,394,455,28,47,118,124,248,284,11,12,14,36,380,419,190,244,142,142,62,69,10,11,13,13,419,493,2,15,12,20,0,4,18,38,40,40,15,15,5,11,1014,-1,1.3,5.75,12.0
33,121,122,0,16,0,3,10,3,11,5,1,0,7,0,0,4,9,3,0,0,72,44,45,0,0,0,11,8,3,6,0,64,14,4,4,0,0,12,11,2,0,0,234,327,69,105,33,38,132,184,6,12,24,57,210,270,120,194,74,79,40,54,2,5,9,25,250,376,6,23,10,20,4,5,21,27,41,41,24,24,10,16,1014,0,2.25,3.3,3.6
33,121,122,1,11,0,3,4,4,5,6,0,1,1,1,0,0,5,6,0,1,71,55,54,0,0,0,8,8,0,11,1,57,12,3,5,1,0,11,12,3,0,0,291,407,103,169,56,61,132,177,7,10,27,59,264,348,147,240,91,97,53,70,4,5,24,27,325,460,7,22,6,14,3,6,12,22,32,32,21,21,13,30,1014,0,2.25,3.3,3.6
34,114,116,0,10,4,7,3,0,6,4,0,0,1,0,0,2,6,2,0,3,84,50,51,3,3,0,8,7,1,25,3,59,18,2,3,0,0,16,7,0,0,0,462,552,67,111,110,115,285,326,7,7,17,47,445,505,219,289,168,176,75,87,7,8,19,19,490,600,4,22,3,7,1,5,29,37,19,19,6,6,8,13,1014,1,1.8,3.75,5.0
34,114,116,1,9,0,4,3,2,5,4,0,0,3,0,0,1,2,6,0,3,84,49,48,0,0,0,5,5,0,24,0,52,16,0,4,1,2,7,13,2,0,0,459,544,73,107,144,154,242,283,16,19,27,49,432,495,210,276,154,164,95,104,6,6,32,33,500,603,3,20,8,24,1,5,14,17,16,16,9,9,4,9,1014,-1,1.8,3.75,5.0
36,117,105,0,7,1,1,3,3,3,4,0,0,0,0,0,0,3,4,0,0,81,37,41,1,1,0,7,7,0,9,1,59,13,6,3,0,1,16,13,5,0,0,285,350,75,99,55,59,155,192,12,15,18,38,267,312,147,199,94,96,44,53,2,7,16,19,306,394,4,23,11,20,3,6,29,46,22,22,5,5,4,5,1014,0,3.6,3.5,2.15
36,117,105,1,16,2,6,4,6,9,7,2,1,2,0,1,1,9,6,0,3,87,62,59,0,0,0,12,11,1,16,1,65,19,3,6,0,0,14,16,1,0,0,515,593,169,208,79,87,267,298,15,16,24,35,491,558,231,287,159,166,125,140,2,2,18,21,538,632,3,15,17,26,2,5,30,41,18,18,10,10,6,12,1014,0,3.6,3.5,2.15
