GameId,HomeTeam,AwayTeam,HomeOrAway,All Attempts,Goals,On Target,Off Target,Blocked,Inside Penalty Area,Outside Penalty Area,Woodwork,Free Kick 1,From Set Play,Penalty,Own Goals,Headed,Right Footed,Left Footed,Other Body Parts,Big Chance,Completed % 1,Possession 1,Territory 1,Assist 1,Assist (Open Play) 1,Assist (Set Play) 1,Chances Created 1,Chances Created (Open Play) 1,Chances Created (Set Play) 1,Backpasses 1,Offside Passes,Ball Recoveries,Interceptions,Blocks,Blocked Crosses,Errors leading to shot,Errors leading to goal,Committed,Suffered,Yellow Cards,Second Yellow Cards,Red Cards,All 1 Num,All 1 Den,Attacking Third 1 Num,Attacking Third 1 Den,Defensive Third 1 Num,Defensive Third 1 Den,Middle Third 1 Num,Middle Third 1 Den,Free Kick 2 Num,Free Kick 2 Den,Long 1 Num,Long 1 Den,Short 1 Num,Short 1 Den,Forward 1 Num,Forward 1 Den,Backward 1 Num,Backward 1 Den,Square Num,Square Den,Goalkeeper Distribution Num,Goalkeeper Distribution Den,Throw-ins Num,Throw-ins Den,All (Dashboard) Num,All (Dashboard) Den,Crosses Num,Crosses Den,Take-ons Num,Take-ons Den,Corners Num,Corners Den,Tackles Num,Tackles Den,Clearances Num,Clearances Den,Headed Clearances Num,Headed Clearances Den,Aerial Duels Num,Aerial Duels Den,Season,Result,B365H,B365D,B365A
93,111,108,1,7,1,4,3,0,4,3,0,0,1,0,0,3,2,2,0,3,62,39,48,1,1,0,5,4,1,6,0,44,23,4,6,0,0,6,11,2,0,0,196,316,45,100,32,36,119,180,5,15,17,68,179,248,99,206,68,71,29,39,3,7,10,16,212,353,5,20,5,7,1,3,10,20,38,45,23,25,16,28,1015,1,2.0,3.5,4.2
94,113,126,0,11,0,0,8,3,4,7,0,1,1,0,0,2,1,8,0,2,84,66,47,0,0,0,8,7,1,10,8,44,12,5,0,0,1,10,17,3,0,0,440,526,107,141,96,108,237,277,13,17,31,50,409,476,225,294,139,144,76,88,4,5,24,25,470,587,4,26,7,20,4,11,19,22,13,17,4,5,3,10,1015,-1,2.1,3.3,4.0
94,113,126,1,13,2,3,5,5,6,7,2,1,1,0,0,1,9,3,0,1,70,33,52,2,2,0,9,8,1,6,0,49,20,3,4,0,0,18,10,1,0,0,188,269,67,111,29,35,92,123,8,17,20,48,168,221,94,164,56,61,37,43,3,3,9,18,203,301,4,12,3,13,2,5,20,27,21,25,9,10,5,13,1015,1,2.1,3.3,4.0
95,110,103,0,12,2,5,4,3,6,6,0,1,2,0,0,2,9,1,0,1,77,45,49,1,1,0,9,8,1,14,4,51,15,1,2,0,0,10,12,1,0,0,283,368,60,107,69,71,154,190,9,16,23,58,260,310,131,204,102,105,50,59,6,9,20,26,314,423,5,19,11,18,2,7,17,30,18,21,9,10,9,12,1015,1,4.0,3.8,1.95
95,110,103,1,9,1,4,5,1,6,3,0,1,4,0,0,3,5,1,0,1,80,54,50,0,0,0,7,4,3,7,5,38,14,3,2,0,0,12,10,6,1,1,365,459,86,132,69,73,210,254,5,13,12,41,353,418,159,241,118,122,88,96,7,9,17,22,391,502,4,12,13,23,3,4,18,29,18,27,14,18,10,14,1015,-1,4.0,3.8,1.95
96,104,106,0,20,2,5,9,6,15,5,2,0,6,0,0,7,7,6,0,3,85,56,57,2,1,1,16,12,4,7,0,72,34,2,6,2,0,11,13,2,0,0,449,527,146,195,52,58,251,274,12,16,30,49,419,478,218,275,121,126,110,126,5,5,22,23,483,573,8,19,17,34,3,7,20,38,12,14,5,6,5,8,1015,1,1.44,4.75,8.0
96,104,106,1,10,1,5,3,2,5,5,1,0,3,0,0,2,6,2,0,0,80,43,42,1,1,0,6,6,0,21,2,60,18,6,1,1,0,14,11,1,1,0,322,454,70,99,82,85,170,220,6,11,19,49,303,355,157,220,116,121,49,63,7,9,18,21,348,452,3,20,18,28,3,5,36,53,17,21,11,12,3,11,1015,-1,1.44,4.75,8.0
97,117,116,0,9,3,3,1,5,6,3,1,0,2,1,0,1,4,4,0,3,71,39,51,1,1,0,7,6,1,4,0,41,14,5,2,0,0,12,7,0,0,0,220,311,70,119,35,37,115,155,4,10,25,56,195,255,117,194,55,60,48,57,5,6,20,23,247,348,4,11,5,19,1,1,14,29,18,25,10,13,8,14,1015,1,2.6,3.4,2.9
97,117,116,1,21,0,8,8,5,13,8,0,1,4,0,0,2,10,9,0,1,80,60,48,0,0,0,16,15,1,11,1,40,10,4,1,0,0,10,12,2,0,1,364,456,104,141,81,89,179,226,8,11,32,60,332,396,170,247,114,121,80,88,7,9,19,22,397,516,7,30,15,26,2,10,19,24,5,9,3,3,8,16,1015,-1,2.6,3.4,2.9
98,125,105,0,11,1,3,6,3,6,5,1,0,3,0,0,2,3,6,0,0,75,45,48,1,1,0,9,9,0,13,3,51,17,3,3,0,2,8,14,0,0,0,299,396,77,112,74,78,148,208,15,20,27,59,272,339,139,222,105,108,55,68,7,9,20,24,334,450,9,19,9,17,2,4,28,34,16,20,11,11,7,17,1015,-1,3.4,3.5,2.25
98,125,105,1,14,5,9,2,3,9,5,1,0,5,1,0,2,8,4,0,5,82,54,51,1,1,0,8,5,3,21,5,62,25,3,0,0,1,15,8,1,0,0,403,489,85,123,70,73,248,293,7,10,26,53,377,436,172,244,154,158,77,87,2,3,18,23,425,533,3,15,6,16,3,5,22,31,19,24,12,13,8,13,1015,1,3.4,3.5,2.25
99,101,102,0,6,0,1,2,3,4,2,1,0,3,0,0,1,3,2,0,0,82,59,53,0,0,0,5,4,1,19,0,56,14,3,2,0,0,17,13,2,0,0,446,543,97,150,91,96,258,295,9,13,37,59,409,464,208,283,148,151,90,109,2,3,24,28,474,595,2,22,13,27,4,6,19,27,17,24,10,14,13,19,1015,0,2.6,3.5,2.8
99,101,102,1,6,0,1,2,3,3,3,0,2,1,0,0,1,5,0,0,0,72,41,46,0,0,0,4,3,1,12,0,46,15,3,1,0,0,13,17,2,0,0,279,386,63,112,61,67,155,207,11,15,26,51,253,335,133,215,81,87,65,84,2,5,23,25,305,424,2,12,8,16,2,4,28,41,25,30,16,17,7,16,1015,0,2.6,3.5,2.8
100,107,114,0,15,1,2,8,5,8,7,0,0,3,0,0,1,9,5,0,0,83,60,48,1,1,0,13,10,3,11,4,58,15,2,2,1,0,8,11,1,0,0,484,586,114,164,105,109,265,313,11,13,23,49,461,537,264,347,154,159,66,80,7,10,16,18,515,638,8,22,14,25,5,10,23,29,20,24,13,14,7,18,1015,0,2.05,3.6,3.8
100,107,114,1,8,1,3,3,2,7,1,0,0,3,0,0,3,4,1,0,2,73,39,51,1,1,0,8,6,2,9,2,60,23,5,3,0,0,11,8,1,1,0,279,383,91,159,59,65,129,159,9,12,28,60,251,323,152,233,68,74,59,76,3,4,23,25,310,432,6,20,6,20,2,7,29,43,25,33,13,15,9,16,1015,0,2.05,3.6,3.8
101,103,107,0,8,1,2,2,4,5,3,0,0,0,0,0,2,5,1,0,1,78,42,51,0,0,0,4,4,0,9,3,62,17,4,1,0,0,9,21,1,0,0,326,418,82,131,57,64,187,223,13,23,18,47,308,371,160,232,90,96,76,90,7,9,12,18,346,457,2,12,11,20,0,1,35,44,11,19,3,5,6,11,1015,-1,2.1,3.5,3.75
101,103,107,1,16,3,7,5,4,10,6,0,0,2,0,0,1,7,8,0,0,82,57,48,3,3,0,12,12,0,17,2,56,10,4,1,1,0,21,9,4,0,0,468,568,131,172,100,103,237,293,11,12,19,40,449,528,236,312,148,153,84,103,3,3,33,37,507,627,3,17,9,18,4,7,27,38,15,16,9,9,8,14,1015,1,2.1,3.5,3.75
102,121,101,0,10,0,5,3,2,10,0,1,0,5,0,0,2,5,3,0,1,76,44,46,0,0,0,5,3,2,12,0,52,18,2,3,0,0,12,14,3,0,0,271,355,61,109,90,94,120,152,8,16,19,55,252,300,133,202,80,85,58,68,6,10,18,28,300,410,5,21,10,28,3,7,20,25,12,13,8,8,3,9,1015,0,3.8,3.5,2.1
102,121,101,1,5,0,1,2,2,2,3,0,1,1,0,0,0,5,0,0,0,82,55,53,0,0,0,3,3,0,7,1,54,15,2,1,1,0,15,12,3,0,0,375,456,87,121,63,72,225,263,7,11,20,44,355,412,171,240,147,152,57,64,4,6,9,14,391,489,3,14,5,13,2,3,23,33,21,28,16,17,8,20,1015,0,3.8,3.5,2.1
103,102,111,0,21,2,5,10,6,15,6,0,1,6,2,0,6,8,6,1,3,90,71,64,1,0,1,16,12,4,7,4,56,5,1,4,0,1,4,12,2,0,0,648,722,197,243,54,59,397,420,8,10,15,27,633,695,304,362,186,187,158,173,5,5,21,21,682,783,8,31,8,12,6,12,16,24,23,27,13,14,11,18,1015,1,1.29,6.0,12.0
103,102,111,1,5,1,3,1,1,4,1,0,0,4,0,0,1,3,1,0,1,73,25,35,0,0,0,3,2,1,9,0,38,14,5,3,1,1,13,4,2,0,1,215,296,54,93,46,50,115,153,5,8,17,48,198,248,96,168,70,72,49,56,6,8,9,12,228,325,2,15,8,17,1,4,15,23,23,33,12,17,3,13,1015,-1,1.29,6.0,12.0
104,116,113,0,15,0,6,5,4,11,4,1,1,5,0,0,6,8,1,0,1,82,52,48,0,0,0,14,9,5,8,4,49,13,1,2,0,0,6,15,1,0,0,336,412,101,142,59,64,176,206,16,20,18,36,318,376,178,237,93,103,65,72,10,10,13,16,366,469,8,29,9,22,6,11,15,23,10,10,6,6,8,13,1015,0,2.4,3.4,3.2
104,116,113,1,9,0,2,6,1,8,1,0,0,0,0,0,1,6,2,0,2,79,47,51,0,0,0,6,6,0,7,5,51,9,4,3,0,0,16,6,3,0,0,306,388,101,144,49,54,156,190,6,10,23,49,283,339,157,221,78,81,71,86,5,7,12,17,328,432,7,19,8,18,2,4,16,25,12,18,8,9,3,8,1015,0,2.4,3.4,3.2
105,109,104,0,7,0,3,1,3,2,5,0,1,2,0,0,2,3,2,0,0,85,54,42,0,0,0,5,5,0,13,5,54,9,1,7,0,1,12,7,2,0,0,469,550,93,130,120,127,256,293,6,7,22,44,447,506,227,285,146,150,96,115,5,6,18,18,493,597,2,20,10,18,2,4,9,23,6,10,4,5,6,10,1015,-1,5.0,4.0,1.75
105,109,104,1,14,3,5,7,2,9,5,1,1,4,0,0,3,4,7,0,4,84,45,57,2,1,1,9,6,3,12,1,58,21,3,5,1,0,7,12,0,0,0,385,461,115,157,64,70,206,234,9,16,20,33,365,428,206,258,102,107,77,96,5,7,16,17,409,503,3,19,14,20,3,4,16,26,17,19,8,9,8,13,1015,1,5.0,4.0,1.75
106,126,110,0,20,2,5,6,9,15,5,0,0,7,0,0,3,11,6,0,1,76,50,60,0,0,0,13,10,3,12,3,52,8,0,2,1,0,16,11,3,0,0,303,400,95,158,70,74,138,168,10,15,32,61,271,339,141,221,94,101,68,78,8,9,18,22,336,454,9,23,9,16,4,7,17,23,19,25,9,11,4,12,1015,1,2.6,3.4,2.9
106,126,110,1,8,0,3,5,0,5,3,1,0,2,0,0,2,5,1,0,1,80,49,39,0,0,0,6,4,2,17,3,43,13,9,1,0,2,12,14,1,0,1,317,397,39,72,84,88,194,237,17,19,32,60,285,337,141,205,112,115,64,77,4,8,19,21,343,442,3,17,6,17,1,2,15,24,29,39,16,21,15,23,1015,-1,2.6,3.4,2.9
107,108,123,0,14,2,6,5,3,8,6,0,3,1,1,0,3,8,3,0,1,72,47,45,1,0,1,10,9,1,9,2,49,12,5,6,0,0,3,11,0,0,0,236,330,62,110,73,84,101,136,4,8,17,51,219,279,114,196,71,75,51,59,6,11,26,38,276,403,8,27,16,19,2,6,12,14,21,27,13,14,19,26,1015,-1,2.9,3.4,2.6
107,108,123,1,13,3,5,3,5,10,3,1,0,2,0,0,2,5,6,0,4,71,52,54,2,2,0,10,10,0,10,1,61,16,3,4,0,0,11,3,2,0,0,258,370,69,138,50,56,139,176,3,5,27,70,231,300,140,226,73,76,45,68,1,7,18,21,285,420,9,29,2,13,1,4,25,41,19,27,11,13,16,25,1015,1,2.9,3.4,2.6
108,106,117,0,15,5,8,5,2,8,7,0,0,1,0,0,2,5,8,0,4,90,68,55,5,5,0,14,13,1,5,3,53,9,5,2,0,1,6,5,3,0,0,619,687,210,247,95,99,314,341,7,7,23,36,596,651,300,354,209,213,110,120,7,8,17,17,646,733,3,19,7,17,3,6,8,21,16,21,12,13,11,20,1015,1,1.5,4.5,7.5
108,106,117,1,17,2,9,3,5,11,6,2,0,1,0,1,1,9,7,0,1,78,32,44,2,2,0,12,12,0,8,2,39,17,1,3,0,0,5,6,2,0,0,253,326,75,123,35,36,143,167,5,9,27,60,226,266,129,192,66,69,58,65,6,10,11,17,273,364,4,14,13,17,1,1,19,26,19,26,7,9,3,4,1015,-1,1.5,4.5,7.5
109,114,125,0,11,2,2,4,5,7,4,0,0,4,0,0,2,6,3,0,1,84,48,47,2,2,0,8,7,1,24,1,47,19,5,2,0,0,5,5,1,1,0,400,479,77,111,97,101,226,267,4,6,31,55,369,424,187,248,156,165,57,66,3,6,15,18,423,519,6,19,4,15,3,4,21,28,15,28,7,9,7,13,1015,1,1.55,4.33,6.5
109,114,125,1,16,0,2,9,5,7,9,0,2,4,0,0,4,7,5,0,0,83,10,53,0,0,0,11,9,2,11,1,54,12,5,4,0,0,5,5,2,0,0,425,514,107,146,77,78,241,290,4,4,21,40,404,474,181,254,143,146,101,114,0,0,31,33,461,565,5,17,7,17,4,6,18,22,20,21,12,12,8,20,1015,-1,1.55,4.33,6.5
111,125,116,0,20,0,5,8,7,10,10,1,0,5,0,0,5,5,10,0,1,86,68,56,0,0,0,13,11,2,18,4,52,13,0,0,0,0,9,11,2,0,0,501,582,148,190,84,91,269,301,10,14,32,44,469,538,254,305,157,161,90,116,3,3,22,24,538,657,12,44,9,24,1,16,22,28,5,6,1,2,7,13,1015,-1,2.25,3.5,3.4
111,125,116,1,2,1,1,1,0,2,0,0,0,1,0,0,1,0,1,0,1,70,31,43,1,1,0,1,1,0,6,3,42,15,7,4,0,0,11,9,2,0,0,210,300,38,75,53,60,119,165,7,13,25,68,185,232,97,174,65,72,48,54,4,9,14,19,227,327,1,3,6,20,0,0,27,36,31,36,13,13,7,13,1015,1,2.25,3.5,3.4
112,123,126,0,12,2,6,4,2,7,5,0,0,3,1,0,1,6,5,0,1,74,41,53,0,0,0,7,5,2,11,4,69,32,0,3,0,0,11,9,0,0,0,264,376,84,132,37,43,143,201,5,10,19,47,245,329,147,243,82,85,35,48,2,11,10,15,279,422,3,25,10,20,2,4,15,21,17,23,12,12,7,14,1015,1,1.85,3.8,4.5
112,123,126,1,8,1,4,4,0,3,5,1,0,1,1,0,0,8,0,0,1,14,58,46,0,0,0,5,5,0,4,1,63,16,2,3,0,1,10,11,1,0,0,410,556,91,164,68,79,251,313,9,14,25,63,385,493,198,322,126,132,86,102,5,10,24,30,440,604,1,12,6,16,1,2,13,23,25,26,15,15,5,9,1015,-1,1.85,3.8,4.5
113,101,108,0,13,2,3,5,5,7,6,0,0,3,1,0,0,8,5,0,1,83,67,59,0,0,0,9,9,0,26,1,74,15,1,1,0,0,11,10,1,0,0,540,648,196,244,86,92,258,312,6,9,20,49,520,599,261,347,183,185,96,116,2,2,16,25,561,699,3,23,7,21,3,5,15,25,9,12,5,6,16,31,1015,1,1.33,5.25,12.0
113,101,108,1,4,0,0,3,1,3,1,0,1,1,0,0,3,0,1,0,1,62,32,40,0,0,0,3,2,1,15,0,58,26,5,5,1,1,10,11,3,0,1,189,304,30,81,57,68,102,155,5,11,17,60,172,244,91,190,67,74,31,40,4,10,8,14,205,335,4,13,10,13,1,1,21,28,21,27,9,10,7,12,1015,-1,1.33,5.25,12.0
114,111,109,0,9,1,5,4,0,4,5,0,0,3,0,0,4,3,2,0,2,82,32,49,1,1,0,6,4,2,9,3,53,11,1,5,0,0,12,7,1,0,0,277,338,85,124,56,56,136,158,5,9,16,46,261,292,135,192,84,86,58,60,3,4,10,13,295,375,5,18,6,15,2,5,11,17,9,13,6,7,7,11,1015,1,2.45,3.4,3.1
114,111,109,1,8,0,0,7,1,4,4,1,0,0,0,0,1,6,1,0,0,89,67,56,0,0,0,8,7,1,10,2,46,13,0,2,0,0,7,11,0,0,0,627,706,135,177,87,91,405,438,13,15,30,54,597,652,291,358,214,217,122,131,9,10,18,19,656,752,3,16,6,9,0,2,12,18,11,15,6,8,10,14,1015,-1,2.45,3.4,3.1
115,117,114,0,9,0,3,5,1,5,4,0,1,3,0,0,3,4,2,0,0,66,35,46,0,0,0,4,3,1,9,2,63,17,4,7,0,0,10,11,1,0,0,206,314,54,113,44,50,108,151,2,15,19,66,187,248,111,209,64,70,31,35,1,7,13,19,223,350,3,14,5,14,3,3,13,16,45,52,26,27,10,19,1015,-1,4.75,3.8,1.8
115,117,114,1,14,1,5,5,5,9,5,0,0,1,1,0,1,7,6,0,2,78,64,53,0,0,0,9,8,1,11,5,55,13,1,5,0,0,11,10,3,0,0,431,551,136,205,63,67,232,279,8,11,20,46,411,505,229,324,152,163,50,64,5,6,27,28,468,622,5,33,3,6,4,7,14,19,29,34,20,20,19,34,1015,1,4.75,3.8,1.8
116,110,106,0,16,1,5,8,3,8,8,0,0,2,0,0,3,10,3,0,0,87,51,48,0,0,0,14,12,2,7,2,49,15,3,5,0,0,11,12,1,0,0,379,435,72,102,88,91,219,242,10,12,18,34,361,401,182,221,110,112,87,102,9,11,18,18,412,488,6,23,12,23,3,3,18,33,11,16,6,7,8,8,1015,0,2.6,3.5,2.8
116,110,106,1,13,1,4,6,3,7,6,0,2,3,0,0,2,6,5,0,1,85,48,51,1,1,0,10,7,3,8,1,41,7,3,4,0,0,12,8,2,0,0,361,427,72,116,96,97,193,214,8,11,19,44,342,383,188,247,113,116,60,64,9,10,12,13,386,467,5,17,15,29,3,5,10,22,19,24,8,9,6,10,1015,0,2.6,3.5,2.8
117,113,103,0,8,1,2,5,1,6,2,0,0,0,0,0,2,4,2,0,1,69,36,40,0,0,0,7,7,0,7,3,54,16,7,3,0,0,13,10,3,0,0,195,282,42,74,42,48,111,160,8,11,16,44,179,238,107,173,54,58,34,51,2,8,22,28,224,328,5,14,8,25,0,1,15,30,13,21,6,7,7,9,1015,1,3.8,3.6,2.05
117,113,103,1,19,0,4,8,7,10,9,1,0,1,0,0,0,12,7,0,0,82,63,61,0,0,0,12,11,1,8,1,57,14,1,0,0,0,10,12,1,0,0,399,488,152,209,39,39,208,240,10,16,14,36,385,452,197,263,107,112,95,113,4,6,20,23,425,534,2,18,15,25,3,9,19,27,8,12,5,6,3,10,1015,-1,3.8,3.6,2.05
118,115,102,0,3,0,0,3,0,1,2,0,1,1,0,0,0,0,3,0,0,79,40,49,0,0,0,2,1,1,10,1,33,18,5,7,0,0,7,7,1,0,0,323,410,93,129,35,40,195,241,5,7,17,53,306,357,127,199,112,116,84,95,1,7,14,19,339,442,2,12,16,26,1,3,7,12,24,30,13,14,5,12,1015,0,7.5,5.0,1.44
118,115,102,1,13,0,3,5,5,10,3,2,1,6,0,0,4,5,4,0,2,85,59,50,0,0,0,9,7,2,8,1,42,10,0,1,0,0,7,7,1,0,0,492,578,143,187,68,73,281,318,6,7,22,33,470,545,252,316,125,131,115,131,2,3,25,26,528,642,9,35,5,8,4,8,16,32,15,17,13,13,12,19,1015,0,7.5,5.0,1.44
119,104,105,0,10,1,4,5,1,9,1,1,0,6,0,0,5,2,3,0,4,75,54,50,1,1,0,10,6,4,17,1,57,13,3,4,1,0,12,16,0,0,0,344,458,112,163,78,83,154,212,15,20,27,55,317,403,176,252,94,102,74,104,8,8,29,32,386,519,8,23,5,15,2,7,35,51,16,20,10,12,5,6,1015,0,1.73,4.0,5.0
119,104,105,1,14,1,4,7,3,10,4,0,0,3,0,0,2,9,3,0,1,75,45,49,1,1,0,10,7,3,16,3,58,14,1,3,0,1,17,12,1,0,0,289,383,80,119,68,74,141,190,8,13,18,51,271,332,144,226,82,84,63,73,3,4,15,24,308,426,2,14,16,33,6,6,22,27,26,35,17,18,12,19,1015,0,1.73,4.0,5.0
120,107,121,0,22,1,4,9,9,16,6,0,0,6,0,0,5,11,6,0,2,82,63,55,1,1,0,18,15,3,12,1,57,11,1,2,2,1,7,6,1,0,0,408,499,154,197,69,75,185,227,7,8,23,44,385,455,213,286,102,104,93,109,6,6,27,27,447,566,6,33,17,29,5,14,28,43,11,19,4,5,10,13,1015,-1,1.67,3.8,6.0
120,107,121,1,9,2,4,4,1,5,4,0,0,3,0,0,2,4,3,0,2,67,36,45,0,0,0,4,3,1,6,2,57,17,8,3,0,0,6,7,2,0,0,191,287,48,92,39,47,104,148,2,8,26,59,165,228,95,180,63,67,33,40,3,4,17,24,212,330,4,18,15,31,2,6,25,42,24,40,15,21,7,15,1015,1,1.67,3.8,6.0
121,126,101,0,10,1,5,2,3,8,2,0,0,1,1,1,0,9,1,0,1,64,43,47,0,0,0,7,7,0,14,1,71,24,2,1,1,0,6,12,1,0,0,246,385,60,119,55,61,131,205,11,16,17,57,229,328,95,210,88,96,63,79,5,7,27,33,280,438,3,15,8,14,1,4,28,32,24,32,14,17,4,7,1015,-1,4.33,3.4,2.0
121,126,101,1,13,1,6,5,2,8,5,0,0,4,0,0,0,8,5,0,2,76,56,52,1,1,0,10,9,1,14,5,73,22,3,2,1,0,12,6,2,0,0,381,499,122,171,60,66,199,262,6,7,23,57,358,442,184,274,144,152,53,73,1,6,24,30,413,557,8,23,4,12,8,10,18,26,12,19,8,10,10,18,1015,1,4.33,3.4,2.0
122,103,111,0,21,1,7,9,5,12,9,1,1,5,0,0,0,17,4,0,3,85,64,59,1,0,1,18,14,4,5,6,54,13,1,2,1,0,4,12,1,0,0,517,606,231,285,52,59,236,262,7,14,25,47,492,559,255,313,148,153,114,140,1,1,23,23,546,665,5,29,22,35,4,6,19,29,14,20,9,13,17,25,1015,1,1.4,5.0,9.0
122,103,111,1,4,0,2,1,1,3,1,0,0,1,0,0,0,1,3,0,0,68,35,40,0,0,0,3,3,0,11,3,37,11,5,5,0,0,12,4,4,0,0,225,331,57,103,36,45,132,183,5,10,17,62,208,269,115,208,79,82,31,41,5,10,15,22,249,376,4,15,10,17,0,5,26,48,27,34,19,19,5,12,1015,-1,1.4,5.0,9.0
123,106,115,0,16,4,9,4,3,11,5,0,1,0,0,0,1,11,4,0,4,88,59,44,3,3,0,9,9,0,13,1,47,10,4,1,0,0,6,9,0,0,0,535,606,105,147,138,142,292,319,7,12,27,51,508,557,261,320,182,186,92,102,5,5,14,16,557,641,3,11,13,19,1,2,23,31,9,13,6,6,5,8,1015,1,1.57,4.2,6.5
123,106,115,1,10,0,3,3,4,3,7,0,0,2,0,0,1,8,1,0,0,84,40,51,0,0,0,10,8,2,8,4,38,23,2,1,1,0,9,6,0,0,0,337,403,76,99,77,83,184,221,4,7,15,40,322,363,142,194,96,100,99,109,6,7,16,21,360,443,2,9,8,28,2,3,18,31,12,15,8,9,2,3,1015,-1,1.57,4.2,6.5
124,116,123,0,9,0,1,4,5,6,3,0,1,4,0,0,1,5,3,0,0,77,54,45,0,0,0,5,4,1,5,1,54,21,5,2,0,0,9,11,4,0,0,349,454,58,92,81,99,210,263,7,12,26,49,323,405,186,265,101,111,62,78,8,10,23,28,381,507,3,18,8,23,1,4,20,34,13,19,7,9,15,30,1015,-1,2.88,3.6,2.5
124,116,123,1,18,3,7,5,6,15,3,1,1,5,0,0,3,9,6,0,4,75,45,59,2,2,0,15,13,2,8,1,67,23,5,2,1,0,12,8,1,0,0,281,375,107,165,44,50,130,160,3,9,26,50,255,325,151,225,85,89,45,61,5,7,19,29,309,433,5,24,14,26,7,9,27,35,12,16,9,9,5,9,1015,1,2.88,3.6,2.5
125,114,113,0,15,0,1,13,1,9,6,0,0,5,0,0,2,7,6,0,0,78,58,61,0,0,0,10,8,2,11,0,65,12,2,2,0,0,8,8,2,0,0,403,517,170,233,60,62,173,222,8,10,27,47,376,470,223,311,111,123,69,83,3,3,25,26,438,586,7,40,9,12,1,7,16,24,7,8,2,2,7,15,1015,-1,1.57,4.0,7.0
125,114,113,1,16,1,4,11,2,8,8,0,0,0,0,0,1,7,8,0,1,74,41,39,1,1,0,14,14,0,14,2,68,20,1,6,0,0,8,7,0,0,0,289,389,67,101,74,85,148,203,3,8,25,62,264,327,124,207,90,91,75,91,4,11,10,18,305,422,4,11,8,16,2,3,13,22,33,38,21,22,12,24,1015,1,1.57,4.0,7.0
126,109,125,0,11,2,4,2,5,7,4,0,0,2,1,0,2,6,3,0,3,75,42,48,1,1,0,9,7,2,15,0,44,20,6,1,1,0,8,9,3,0,0,301,401,51,97,58,65,192,239,8,13,31,67,270,334,134,220,112,118,55,63,0,5,18,25,324,443,5,17,5,12,2,4,17,34,31,39,13,13,4,7,1015,0,1.91,3.6,4.5
126,109,125,1,16,2,4,6,6,9,7,0,0,3,0,0,1,8,7,0,1,82,57,51,2,2,0,13,12,1,12,5,57,20,5,2,0,0,9,8,2,0,0,438,535,118,162,75,79,245,294,5,8,14,40,424,495,188,260,140,142,110,133,7,10,25,27,473,592,3,19,17,27,1,5,11,16,16,19,10,10,15,25,1015,0,1.91,3.6,4.5
127,108,104,0,4,1,1,2,1,3,1,1,1,2,0,0,1,3,0,0,0,65,27,45,1,0,1,2,0,2,5,5,54,25,1,4,0,0,14,8,3,0,0,161,247,43,86,34,38,84,123,6,10,17,47,144,200,74,141,55,60,32,46,5,12,6,15,169,284,1,16,5,12,1,3,20,37,22,28,14,17,4,7,1015,1,7.0,4.33,1.53
127,108,104,1,11,1,3,7,1,7,4,1,1,2,1,1,1,4,6,0,3,86,73,54,1,0,1,6,5,1,13,1,60,17,1,4,0,0,10,13,2,0,0,590,684,161,216,84,90,345,378,16,17,15,31,575,653,260,329,149,158,181,197,6,6,10,12,611,726,5,23,17,28,0,5,13,18,14,17,9,10,11,19,1015,-1,7.0,4.33,1.53
128,102,107,0,11,1,3,5,3,5,6,0,0,3,0,1,1,5,5,0,1,77,58,57,1,1,0,9,7,2,18,1,57,14,3,0,1,0,5,13,0,0,0,406,530,121,192,63,70,222,268,16,17,28,53,378,477,205,300,109,115,92,115,8,10,35,39,451,609,3,32,14,27,3,11,16,27,21,26,9,10,12,18,1015,-1,1.7,4.0,5.5
128,102,107,1,14,3,9,2,3,10,4,0,0,4,0,0,1,12,1,0,5,68,41,42,2,2,0,12,11,1,5,5,63,32,3,7,1,0,13,5,3,0,0,265,390,75,127,60,70,130,193,3,6,11,41,254,349,150,254,73,81,42,55,9,11,13,17,287,427,2,8,11,19,3,5,32,46,22,28,14,16,13,25,1015,1,1.7,4.0,5.5
129,105,110,0,22,4,12,5,5,14,8,2,0,3,0,0,2,16,4,0,6,81,55,54,4,3,1,16,15,1,13,3,65,22,3,3,0,1,13,9,2,0,0,392,484,120,157,54,60,218,267,8,11,27,49,365,435,181,253,114,121,96,109,3,7,21,25,419,534,3,19,9,16,3,7,21,34,22,29,17,18,7,10,1015,1,1.57,4.2,6.5
129,105,110,1,10,1,4,3,3,4,6,1,0,3,0,0,2,5,3,0,1,77,44,45,1,1,0,9,5,4,15,3,53,18,5,3,0,1,9,13,2,0,0,285,372,58,89,62,67,165,216,13,16,28,53,257,319,144,214,86,91,55,67,5,7,26,32,320,435,4,23,13,22,4,6,28,37,22,26,13,14,7,12,1015,-1,1.57,4.2,6.5
130,121,117,0,19,0,7,8,4,6,13,0,1,3,0,0,0,14,5,0,0,82,66,55,0,0,0,14,12,2,12,1,56,13,3,2,0,1,18,11,1,0,0,371,452,119,169,69,72,183,211,5,13,34,55,337,397,200,268,119,123,52,61,7,7,23,24,407,530,8,49,10,23,2,11,15,27,18,22,15,15,12,16,1015,-1,1.57,4.0,7.0
